# north(m)                 east(m)                   ele(m)               Bouguer gravity (mGal)
0	0	851.715772874755	-0.616625434062855
500	0	855.271600907213	-1.25404464313856
1000	0	858.719908432947	-1.57382873974962
1500	0	869.081287283466	-2.13717980788735
2000	0	880.482969188853	-3.08554569588276
2500	0	891.849824885259	-4.94530463984839
3000	0	903.181854372681	-6.35770743543877
3500	0	914.479057651121	-8.51081971384849
4000	0	925.741434720578	-9.82507571231504
4500	0	936.968985581052	-10.4590334048381
5000	0	948.161710232543	-10.7441526364951
5500	0	959.319608675052	-10.6884067140315
6000	0	970.442680908577	-10.7740516097134
6500	0	981.530926933120	-10.4620749798576
7000	0	989.138108756964	-9.86419498784316
7500	0	996.256650821579	-9.67044301878764
8000	0	1003.45696057399	-9.04181512746915
8500	0	1010.73903801421	-8.80876000065003
9000	0	1018.10288314223	-8.94466804549848
9500	0	1025.54849595805	-9.00174363422038
10000	0	1033.07587646167	-9.36215657755063
10500	0	1040.68502465309	-9.70043753845626
11000	0	1048.37594053231	-10.1812241988311
11500	0	1056.14862409933	-10.9688023880080
12000	0	1064.00307535416	-11.4055108269703
12500	0	1071.93929429678	-12.0212156718809
13000	0	1079.95728092721	-12.4566896273026
13500	0	1088.05703524544	-12.6688977520675
14000	0	1096.23855725146	-12.8120274989435
14500	0	1104.50184694529	-12.7404087906414
15000	0	1117.76791638762	-12.9508735686690
15500	0	1131.43529532924	-13.2124143506950
16000	0	1145.11325513696	-13.5900374627223
16500	0	1158.80179581077	-14.0017297524912
17000	0	1172.50091735068	-14.5056159574535
17500	0	1186.21061975669	-14.9302139512994
18000	0	1199.93090302880	-15.1753852546893
18500	0	1213.66176716700	-15.7817696849866
19000	0	1227.40321217130	-16.2250350220285
19500	0	1241.15523804169	-16.1994219157481
20000	0	1254.91784477818	-16.2021102182759
20500	0	1268.69103238077	-16.3048229928454
21000	0	1282.47480084946	-16.1477531065784
21500	0	1296.26915018424	-16.1624712452905
22000	0	1310.07408038512	-15.9488268049862
22500	0	1323.81259883682	-15.5890414458688
23000	0	1334.08024068726	-15.8811140564128
23500	0	1344.38380703714	-16.5408116393878
24000	0	1354.72329788647	-16.5527532361509
24500	0	1365.09871323524	-17.1014970772770
25000	0	1375.51005308345	-16.9313792347013
25500	0	1385.95731743111	-16.0062805227595
26000	0	1396.44050627821	-14.0104269396205
26500	0	1406.95961962475	-11.6665367702857
27000	0	1417.51465747074	-10.2479358186090
27500	0	1428.10561981617	-8.63892038215131
28000	0	1438.73250666104	-7.39700307061031
28500	0	1449.39531800535	-6.58699235732200
29000	0	1460.09405384911	-6.30366482650012
29500	0	1470.82871419232	-5.43734548975408
30000	0	1481.59929903496	-4.40966672998414
30500	0	1492.40580837705	-2.82172472703989
31000	0	1503.24824221858	-1.08957055009913
31500	0	1514.12660055956	-0.00946013810957560
32000	0	1525.04088339998	1.54528034188409
32500	0	1535.99109073984	2.65237574309733
33000	0	1546.97722257915	3.40759609329445
33500	0	1557.99927891790	4.52121682433436
34000	0	1569.05725975609	5.53452385033347
34500	0	1580.15116509373	6.06110513034344
35000	0	1591.28099493081	6.88623935675642
0	500	825.442012429305	1.20805386792981
500	500	842.804179518723	0.154956452130506
1000	500	848.611096559887	-0.110340829196324
1500	500	853.470658662853	-0.545737128461405
2000	500	857.844125585067	-1.12894433507095
2500	500	859.749533203438	-2.91010368909663
3000	500	858.871710744120	-4.55263884348798
3500	500	856.525515591726	-7.26342221622065
4000	500	861.393784488976	-8.82762051684670
4500	500	876.103854608332	-9.60712245363964
5000	500	936.097515607779	-10.1919191981806
5500	500	961.387151511090	-10.3618902237665
6000	500	968.501526549137	-10.5482329091178
6500	500	958.317729205867	-10.2944418131964
7000	500	932.538394486911	-9.56637196086550
7500	500	957.712429666372	-9.42995057429794
8000	500	989.219741062735	-8.86340180979474
8500	500	985.109906291480	-8.60203297069940
9000	500	983.923428942352	-8.68065011450497
9500	500	943.647810715676	-8.72256395117672
10000	500	986.295371831557	-8.94332578708359
10500	500	1015.29135414911	-9.14968298700859
11000	500	990.497623964634	-9.51496667690216
11500	500	982.373483792304	-10.1153310331711
12000	500	1016.51549591433	-10.4484721504655
12500	500	1037.89555744486	-11.0966045361468
13000	500	1074.81938816601	-11.6535643568694
13500	500	1118.65432957434	-11.9889248861735
14000	500	1144.24338555163	-12.3226288360659
14500	500	1181.76125322671	-12.3304484988648
15000	500	1173.78117557195	-12.4099607254088
15500	500	1197.55096885036	-12.4345296639955
16000	500	1241.25890706117	-12.8172009977062
16500	500	1255.87558505870	-13.0635826439237
17000	500	1216.82791990966	-13.3589924315584
17500	500	1250.30756864818	-13.8310084740619
18000	500	1251.87019749882	-13.9557072377043
18500	500	1226.92980363898	-14.2777017009642
19000	500	1235.93406411963	-14.5764978345659
19500	500	1226.04190179196	-14.4630554377004
20000	500	1198.93493356795	-14.3193719089370
20500	500	1214.71532411242	-14.3185910225181
21000	500	1236.11037228228	-14.1281847576529
21500	500	1276.33791689153	-14.2188948413338
22000	500	1311.99212282450	-14.1460418880581
22500	500	1365.01536672448	-13.9585056569955
23000	500	1383.21509807778	-14.4443327510128
23500	500	1335.32079269328	-15.0445924127592
24000	500	1331.25972806338	-14.9526054977679
24500	500	1310.74478003878	-15.3307710649999
25000	500	1386.94806756482	-15.0357221446544
25500	500	1420.37947512425	-13.9818002304825
26000	500	1384.97739614894	-11.2424449639678
26500	500	1426.76371582640	-8.18685590630313
27000	500	1413.44450263213	-6.23989475517719
27500	500	1490.00135599798	-3.64255626577331
28000	500	1475.28838971203	-1.62296240177750
